"CreationDate";"Body";"Title";"Tags";"Respondida"
"2014-06-22 16:06:59";"<p>I hope you bright minds can help me out with a JAVA problem. I'm fairly new to programming and haven't been able to crack this through the last few days.</p><p>I have an RFduino that sends data (byte array that i convert in to a string) like</p><p><em>*1403263507n300n1750,1750,1750,1750,1775,1775,1775,1775,1775,1800,1800,1800,1800,1800n68,68,68,68,68,67,67,67,68,68,68,68,68,68A</em>. </p><p>This is temperature and humidity readings among some other info. The problem is that I unintentionally receive the data in chunks like </p><p>First chunk: <em>*1403263507n300n1750,1750,1750,1750,</em> and </p><p>second chunk: <em>1775,1775,1775,1775,1775,1800,1800,1800,1800,1800n68,68,68,68,68,67,67,67,68,68,68,68,68,68A</em>. </p><p>The sizes of these string chunks are different every time, as well as the whole string of data from * to A.  </p><p>I've added the <em>*</em> and the <em>A</em> to be able to figure out when the whole string starts (at *) and ends (A). A chunk of data can also contain both the end and beginning of a new string like</p><p><em>68,68,68,68,68A*1403263507n300n1750,</em></p><p>So my question is:</p><p><strong>How do i create one string that consists of the different chunks i received, starting with '*' and ending with A? And how do I complete one string and start one new if I receive the beginning and ending of two different strings like 68,68,68,68,68A*1403263507n300n1750,'</strong></p><p>Thanks! All help is very much appreciated!   </p>";"JAVA: Receive data in chunks from RFduino to Android, combine into string from start to end character.";"<java><android><string><rfduino>";"N"
"2017-03-07 12:53:00";"<p>I have few parameters to append to my actual url like following out of them name has the value which contains special characters(<a href='http://abcd.com/myApp/?name=JACK' rel='nofollow noreferrer'>http://abcd.com/myApp/?name=JACK</a> &amp; JOHN&amp;address=1234street India&amp;rollNumber=1) </p><p>so In Action class I am encoding name  and address using java UrlEncoder and then appending those parameters to the url and setting the url to the request scope.Now in jsp I am using self.location.href=('&lt;%=url %>');. So I should be able to see the third party application myApp where my values should populate.</p><p>In the above case,when I click on that link it is displaying the new window and at the name field only JACK is displaying instead of JACK &amp; JOHN.But when I click on the link agin or if I close the previous window and click on link or if I logoff my application and login and click, it is displaying JACK JOHN.I researched a lot and I did not get any solution.</p><p>when I place an alert I am able to see the url as same like below in all the instances but I am not able to understand why  IE browser(11,10,8,5..) is not displaying the complete name in the first instance<a href='http://abcd.com/myApp/?name=JACK%20%26%20JHON&amp;address=1234street%20India&amp;rollNumber=1020' rel='nofollow noreferrer'>http://abcd.com/myApp/?name=JACK%20%26%20JHON&amp;address=1234street%20India&amp;rollNumber=1020</a></p><p>So please suggest me any solution</p>";"encoded url is not displaying properly in the first instance only for ampersand &";"<javascript><java>";"N"
"2017-03-08 11:25:06";"<p>Is it possible to redirect the output of a child process after it has already started? </p><p>I wish to do the following things in the Java program that I am writing:</p><ol><li>Launch a child process</li><li>Read the first line of output from the child.</li><li>Exit the parent process, keeping the child process running.</li></ol><p>Since I need to read the first line of output, I can't just redirect the child process's output to NUL or /dev/null. After the child process is launched it will keep printing to stdout, so once the parent process exits then there will be no one to read the child process's output, and it will eventually hang after its stdout buffer fills up.</p><p>So far the only possible solution I've found is to redirect the output to a file and then read from that file. The rest of the output won't be discarded but at least the child process won't hang.</p><p>Is there a more elegant solution?</p><p>Thanks!</p><p>Note: this needs to run on Linux and Windows.</p>";"Java: How to ignore any further output from a child process?";"<java><processbuilder><child-process><io-redirection>";"N"
"2017-03-05 11:00:29";"<p>I have created datasets for my first row in a seperate test in main activity and  it works fine. now, I tried using the same code for my listview but it's not working. below is the code i used for the the single row test. how do i make it work for all the rows in a listview with multiple rows?any help people?</p><pre><code>    package com.mbedobe.android.samplegpacalculator.app;import android.support.v7.app.AppCompatActivity;import android.os.Bundle;import android.view.View;import android.widget.AdapterView;import android.widget.ArrayAdapter;import android.widget.Spinner;import android.widget.TextView;import android.widget.Toast;public class MainActivity extends AppCompatActivity implements AdapterView.OnItemSelectedListener {    String[] grades ={'A','B+','B','C+','C', 'D+', 'D', 'E'};    String[] credits ={'1','2','3','4'};    double [] points1 = {4.0, 3.5, 3.0, 2.5, 2.0, 1.5, 1.0, 0 };    Spinner spinner, spin2;    TextView TextView1;    TextView TextView2;    Double point = -1.0;    Double value = -1.0;    @Override    protected void onCreate(Bundle savedInstanceState) {        super.onCreate(savedInstanceState);        setContentView(R.layout.activity_main);        TextView1 = (TextView) findViewById(R.id.gradePoints);        TextView2 = (TextView) findViewById(R.id.gradeValue);        spinner = (Spinner) findViewById(R.id.spinner);        ArrayAdapter&lt;String&gt; adapter1 =                new ArrayAdapter&lt;String&gt;(MainActivity.this,android.R.layout.simple_spinner_item, grades);        adapter1.setDropDownViewResource(android.R.layout.simple_spinner_dropdown_item);        spinner.setAdapter(adapter1);        spinner.setOnItemSelectedListener(onItemSelectedListener1);        spin2 = (Spinner) findViewById(R.id.spinner2);        ArrayAdapter&lt;String&gt; adapter2 = new ArrayAdapter&lt;String&gt;(MainActivity.this,android.R.layout.simple_spinner_item, credits);        adapter2.setDropDownViewResource(android.R.layout.simple_spinner_dropdown_item);        spin2.setAdapter(adapter2);        spin2.setOnItemSelectedListener(this);    }    AdapterView.OnItemSelectedListener onItemSelectedListener1 = new AdapterView.OnItemSelectedListener() {        @Override        public void onItemSelected(AdapterView&lt;?&gt; parent, View view, int position, long id) {            point = points1[position];            TextView1.setText(String.valueOf(point));            if ( value != -1.0 ) {                double res = (double) point * value;                TextView2.setText(String.valueOf(res));            }        }        @Override        public void onNothingSelected(AdapterView&lt;?&gt; parent) {        }    };    public void onItemSelected(AdapterView&lt;?&gt; parent, View v, int position, long id ){        Toast.makeText(this, 'Your choice :' + credits[position],Toast.LENGTH_SHORT).show();        String valueStr = credits[position];        value = Double.parseDouble(valueStr);        if ( point != -1.0 ) {            double res = (double) point * value;            TextView2.setText(String.valueOf(res));        }    }    public void onNothingSelected(AdapterView&lt;?&gt; parent){        Toast.makeText(this, 'Choose grades :', Toast.LENGTH_SHORT).show();    }    }</code></pre>";"How to make the other rows in a listview perform Same function as first row";"<java><android><listview>";"N"
"2017-03-08 18:11:14";"<p>I am running RAP(RemoteApplicationPlatform) on a Windows machine.There is a default theme applied to most RAP widgets.</p><pre><code>TableItem.setForeground(Display.getDefault().getSystemColor(SWT.COLOR_DARK_MAGENTA))</code></pre><p>This code results in lime green font color when applied to a TableItem. For every system-based color code the expected output color is incorrect. I noticed that when applying the same code to a different widget (eg: Button) I get a different color that the TableItem.</p><p>Anyone know what is happening here? I have not modified my system color theme in any manner, and the change in colors across different widgets leads me to believe that the GC used in painting is having some problems replicating these colors - as if there were an overlay?</p><p>I have a general fear of having to manage resources since I have so many, and need to color match across OS, even if in the SWTResourceManager class and would very much prefer to stick to OS dependent colors.</p><p>I will try to find the generated html code for the tableitems. Unfortunately RAP, being generated html/js does not make this easy.</p>";"SWT system color displays RGB incorrectly";"<java><windows><colors><swt><eclipse-rap>";"N"
"2011-12-07 16:42:32";"<p>i'm migrating an application from jDev 10.3.1.4 (Using Equivalent version of OC4J and Toplink 3.0) to the latest to jDev 11.2.1. I'm encountering a lot of problems.<br>First of all a general question, are there some in depth migration guides?This looks like is gonna be a total pain in the ass (Sorry for the expression)<br>Now some more precise question.</p><ul><li>i have errors in offline database files. I get the message: WARNING: Offline Database file does not exist for file 'TIPO_STAG.table' for every single offline database file. I have configured my database connection, but i don't know what is happening.</li><li>i have the following exception shown when i open the Toplink Map:</li></ul><blockquote>  <p>Local Exception Stack: Exception [TOPLINK-6044] (Oracle TopLink - 11g  Release 1 (11.1.1.5.0) (Build 110305)):  oracle.toplink.exceptions.QueryException Exception Description: The  primary key read from the row [DatabaseRecord()] during the execution  of the query was detected to be null. Primary keys must not contain  null. Query:  ReadAllQuery(oracle.toplink.workbench.mappingsmodel.database.MWLegacyTable)  at  oracle.toplink.exceptions.QueryException.nullPrimaryKeyInBuildingObject(QueryException.java:837)  at  oracle.toplink.internal.descriptors.ObjectBuilder.buildObject(ObjectBuilder.java:418)  at  oracle.toplink.internal.descriptors.ObjectBuilder.buildObjectsInto(ObjectBuilder.java:748)  at  oracle.toplink.internal.queryframework.DatabaseQueryMechanism.buildObjectsFromRows(DatabaseQueryMechanism.java:170)  at  oracle.toplink.queryframework.ReadAllQuery.executeObjectLevelReadQuery(ReadAllQuery.java:477)  at  oracle.toplink.queryframework.ObjectLevelReadQuery.executeDatabaseQuery(ObjectLevelReadQuery.java:874)  at  oracle.toplink.queryframework.DatabaseQuery.execute(DatabaseQuery.java:679)  at  oracle.toplink.queryframework.ObjectLevelReadQuery.execute(ObjectLevelReadQuery.java:835)  at  oracle.toplink.queryframework.ReadAllQuery.execute(ReadAllQuery.java:445)  at  oracle.toplink.internal.sessions.AbstractSession.internalExecuteQuery(AbstractSession.java:2265)  at  oracle.toplink.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1079)  at  oracle.toplink.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1063)  at  oracle.toplink.internal.indirection.NoIndirectionPolicy.valueFromQuery(NoIndirectionPolicy.java:264)  at  oracle.toplink.mappings.ForeignReferenceMapping.valueFromRowInternal(ForeignReferenceMapping.java:1377)  at  oracle.toplink.mappings.ForeignReferenceMapping.valueFromRow(ForeignReferenceMapping.java:1306)  at  oracle.toplink.mappings.DatabaseMapping.readFromRowIntoObject(DatabaseMapping.java:1117)  at  oracle.toplink.internal.descriptors.ObjectBuilder.buildAttributesIntoObject(ObjectBuilder.java:279)  at  oracle.toplink.sdk.SDKAggregateObjectMapping.buildCompositeObject(SDKAggregateObjectMapping.java:58)  at  oracle.toplink.mappings.foundation.AbstractCompositeObjectMapping.valueFromRow(AbstractCompositeObjectMapping.java:231)  at  oracle.toplink.mappings.DatabaseMapping.readFromRowIntoObject(DatabaseMapping.java:1117)  at  oracle.toplink.internal.descriptors.ObjectBuilder.buildAttributesIntoObject(ObjectBuilder.java:279)  at  oracle.toplink.internal.descriptors.ObjectBuilder.buildObject(ObjectBuilder.java:584)  at  oracle.toplink.internal.descriptors.ObjectBuilder.buildObject(ObjectBuilder.java:441)  at  oracle.toplink.internal.descriptors.ObjectBuilder.buildObject(ObjectBuilder.java:391)  at  oracle.toplink.queryframework.ObjectLevelReadQuery.buildObject(ObjectLevelReadQuery.java:511)  at  oracle.toplink.queryframework.ReadObjectQuery.executeObjectLevelReadQuery(ReadObjectQuery.java:433)  at  oracle.toplink.queryframework.ObjectLevelReadQuery.executeDatabaseQuery(ObjectLevelReadQuery.java:874)  at  oracle.toplink.queryframework.DatabaseQuery.execute(DatabaseQuery.java:679)  at  oracle.toplink.queryframework.ObjectLevelReadQuery.execute(ObjectLevelReadQuery.java:835)  at  oracle.toplink.queryframework.ReadObjectQuery.execute(ReadObjectQuery.java:397)  at  oracle.toplink.internal.sessions.AbstractSession.internalExecuteQuery(AbstractSession.java:2265)  at  oracle.toplink.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1079)  at  oracle.toplink.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1063)  at  oracle.toplink.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1022)  at  oracle.toplink.internal.sessions.AbstractSession.readObject(AbstractSession.java:2827)  at  oracle.toplink.workbench.mappingsio.legacy.PersistenceTools50.readMWProjectNamed(PersistenceTools50.java:331)  at  oracle.toplink.workbench.mappingsio.legacy.LegacyIOFacade.read50Project(LegacyIOFacade.java:29)  at  oracle.toplink.workbench.mappingsio.ProjectReader.readLegacyProject(ProjectReader.java:296)  at  oracle.toplink.workbench.mappingsio.ProjectReader.read(ProjectReader.java:110)  at  oracle.toplink.workbench.mappingsio.ProjectIOManager.read(ProjectIOManager.java:64)  at  oracle.toplink.workbench.mappingsio.ProjectIOManager.read(ProjectIOManager.java:60)  at  oracle.toplink.workbench.addin.application.ProjectContext.buildProject(ProjectContext.java:160)  at  oracle.toplink.workbench.addin.application.ProjectContext.initialize(ProjectContext.java:440)  at  oracle.toplink.workbench.addin.application.ProjectContext.(ProjectContext.java:106)  at  oracle.toplink.workbench.addin.application.ContextManager.openProject(ContextManager.java:1169)  at  oracle.toplink.workbench.addin.application.ContextManager.openTopLinkMap(ContextManager.java:1218)  at  oracle.toplink.workbench.addin.application.ContextManager.loadProjectContext(ContextManager.java:1068)  at  oracle.toplink.workbench.addin.application.ContextManager.getContext(ContextManager.java:657)  at  oracle.toplink.workbench.addin.ui.view.TopLinkContextViewContextBuilder.topLinkContext(TopLinkContextViewContextBuilder.java:202)  at  oracle.toplink.workbench.addin.ui.view.TopLinkContextViewContextBuilder.openDocument(TopLinkContextViewContextBuilder.java:187)  at  oracle.toplink.workbench.addin.ui.view.ViewContextManager$OpenDocument.run(ViewContextManager.java:1081)</p></blockquote><p>Of course non of those problems were present in the old version. Thanks for your help</p>";"Errors in Toplink Map and Offline database files when migrating from jDev 10.1.3.4 to jDev 11.2.1";"<java><oracle><migration><jdeveloper><toplink>";"N"
"2016-11-04 02:37:54";"<p>I just encountered a curious bit of code:</p><pre><code>public void foo() {  try {    ... // code that does not declare any checked exceptions  } catch (Exception e) {    throw e;  }}</code></pre><p>This compiles and runs fine despite the method not declaring a <code>throws Exception</code> clause.</p><p>I have never seen this before. Is the compiler automatically down-grading the declaration of <code>e</code> to a <code>RuntimeException</code>?</p><p>What happens if I use the 'generic exception throwing' trick to throw a checked exception without declaring it in a <code>throws</code> clause as described <a href='http://stackoverflow.com/a/18408831/41861'>here (stackoverflow)</a>? Will the checked exception not be caught? I gave it a try:</p><pre><code>public static void main(String[] args) {  try {    CheckedException.throwException(new IOException('This is an exception!')); // line 9  } catch (Exception e) {    System.err.println('Caught! ' + e);    throw e;  }}@SuppressWarnings('unchecked')private static &lt;T extends Throwable&gt; void throwException(Throwable exception, Object dummy) throws T{  throw (T) exception;}private static void throwException(Throwable exception){  CheckedException.&lt;RuntimeException&gt;throwException(exception, null);}</code></pre><p>produces:</p><pre><code>Caught! java.io.IOException: This is an exception!Exception in thread 'main' java.io.IOException: This is an exception!    at com.anz.wis.web.service.impl.CheckedException.main(CheckedException.java:9)</code></pre><p>Is this behaviour of not requiring a throws clause when the compiler can deduce that the caught exception can't be a checked exception documented? In which Java version was it introduced? (I'm running Java 7)</p>";"Is 'Exception' in catch clause downgraded by compiler to 'RuntimeException' if try block doesn't throw a checked exception?";"<java>";"N"
"2017-03-10 16:33:43";"<p>I have problem with animation in Android (in Java, not in XML).</p><p>I have one activity with some content (ViewPager left/right and TextView) but besides I need to have Fragment which Slide into the screen on click to the same position.</p><p>But on different devices it finishes with different result (position on the screen). I'm testing it on LG G2 Mini, Samsung S4 and emulator Nexus 5.</p><p>I tried this:</p><pre><code>public static void moveInOutInjuryList(View injuryList, View toolbar, int windowHeight, boolean collapsed, int duration){    TranslateAnimation moveInOut;    if (!collapsed){        moveInOut = new TranslateAnimation(0, 0, 0, -(windowHeight-(toolbar.getHeight()/5)));    } else {        moveInOut = new TranslateAnimation(0, 0, -(windowHeight-(toolbar.getHeight()/5)), 0);    }    AnimationSet moveInOutSet = new AnimationSet(true);    moveInOutSet.addAnimation(moveInOut);    moveInOutSet.setDuration(duration);    moveInOutSet.setFillAfter(true);    injuryList.startAnimation(moveInOutSet);}</code></pre><p>And this: </p><pre><code>    public static void moveInOutInjuryList(View injuryList, View toolbar, Activity activity, boolean collapsed, int duration){    int dp = (int) (DpPxConverter.convertDpToPixel(1f, activity));    TranslateAnimation moveInOut;    if (!collapsed){        moveInOut = new TranslateAnimation(0, 0, 0, -(dp*575));    } else {        moveInOut = new TranslateAnimation(0, 0, -(dp*575), 0);    }    AnimationSet moveInOutSet = new AnimationSet(true);    moveInOutSet.addAnimation(moveInOut);    moveInOutSet.setDuration(duration);    moveInOutSet.setFillAfter(true);    injuryList.startAnimation(moveInOutSet);}</code></pre><p>and this:</p><pre><code>    public static void moveInOutInjuryList(View injuryList, View toolbar, DisplayMetrics metrics, boolean collapsed, int duration){    TranslateAnimation moveInOut;    if (!collapsed){        moveInOut = new TranslateAnimation(0, 0, 0, -(metrics.heightPixels - (toolbar.getHeight()/9f)));    } else {        moveInOut = new TranslateAnimation(0, 0, -(metrics.heightPixels  - (toolbar.getHeight()/4f)), 0);    }    AnimationSet moveInOutSet = new AnimationSet(true);    moveInOutSet.addAnimation(moveInOut);    moveInOutSet.setDuration(duration);    moveInOutSet.setFillAfter(true);    injuryList.startAnimation(moveInOutSet);}</code></pre><p>This code do not give the same result on every phone.</p><p>And the XML of FrameLayout in RelativeLayout:</p><pre><code>    &lt;FrameLayout    android:id='@+id/injuries_list_frame_layout'    android:layout_width='match_parent'    android:layout_height='600dp'    android:layout_marginTop='620dp'    android:background='@color/color_primary_light'&gt;&lt;/FrameLayout&gt;</code></pre><p>I also tried to use android:layout:below other content (under the screen, etc).</p><p>How to have fragment sliding in from out of the screen (with clickalble elements on ListView) and on click slide out.</p><p>Thanks</p>";"Slide In Slide Out Fragment in Java to correct place";"<java><android><android-fragments>";"N"
"2014-02-08 03:19:18";"<p>I've recently embarked into Java programming and consider myself a programing novice. It seem that I'm having an issue with my source code arithmetic. I have verified all the nested if-else statements and they all work up to the final else statement's arithmetic. It doesn't calculating correctly I have set the arithmetic up just as the above if-else statements. </p><p>the else statement is suppose to subtract 40 from the amount and then apply 1 percent charge.</p><p>This is just an exercise from the book</p><pre><code>import java.util.Scanner;public class ServiceCharge {public static void main(String[] args){    double checkAmount;    double fee;    Scanner kb = new Scanner(System.in);    System.out.println('I will calulate the service charge to cash your check');    System.out.print('Enter amount of check: $');    checkAmount = kb.nextDouble();    if (checkAmount &gt; 0)    {        if (checkAmount &lt;= 10)        {            fee = -1;            System.out.println('$1 service charge');            checkAmount = checkAmount + fee;            System.err.println('You have ' + checkAmount + ' left after service charge.');        }        else if ((checkAmount &gt; 10) &amp;&amp; (checkAmount &lt;= 100))        {            System.out.println('There will be a 10 percent charge.');            fee = (checkAmount * .10);            checkAmount = checkAmount - fee;            System.out.printf('Processing fee: $%.2fn' , fee);            System.out.printf('Check amount: $%.2fn' , checkAmount);        }        else if ((checkAmount &gt; 100) &amp;&amp; (checkAmount &lt;= 1000))        {            System.out.println('There will be a $5 charge plus 5 percent');            fee = ((checkAmount - 5) * .05);            checkAmount = (checkAmount - fee);            System.out.printf('Processing fee: $%.2fn' , fee);            System.out.printf('Check amount: $%.2fn', checkAmount);        }        else        {            System.out.println('$40 processing fee plus 1 percent');            fee = ((checkAmount - 40) * .01);            checkAmount = (checkAmount - fee);            System.out.printf('Processing fee: $%.2fn' , fee);            System.out.printf('Check amount: $%.2fn' , checkAmount);        }        System.out.println('Thanks for using Service Charger.' + 'nGood bye');    }}}</code></pre><p>Revised code</p>";"Beginner Java programmer arithmetic error";"<java><programming-languages><math>";"N"
"2017-03-04 13:47:06";"<p>I'm making an app that requires calculating BLAKE2b checksums of files to compare whether they're identical or not. </p><p>I've found that the latest version of Spongy Castle Library for Android <a href='https://github.com/rtyley/spongycastle' rel='nofollow noreferrer'>https://github.com/rtyley/spongycastle</a> already has this implemented. </p><p>However, there are no examples of what package to import or how to actually call the hash function inside the app. It would be really appreciate if someone could list a basic example of how to do so. </p><p>OR maybe give an alternate implementation of the same for Android. </p>";"Implementing BLAKE2b Hash function on Android using Spongy Castle";"<java><android><hash><bouncycastle><spongycastle>";"N"
"2017-03-13 06:02:04";"<pre><code>public class App {    initializeGlobalTable();    for (int instanceCount = 0;instanceCount&lt;numberOfInstances;instanceCount++)   {        Instance instance = new SomeInstance();        Thread thread = new Thread(instance);        thread.start();   }}</code></pre><p><strong>initializeGlobalTable()</strong> will initialize some object by reading data from DB. These objects are used internally by the threads. </p><p><strong>Challenge:</strong> Data in DB used to update periodically. How should I update those values in my APP and pass on those updated values to the thread reading it.</p><p>Please do let me know, If I am not very clear. Any help would really be appreciated :) </p>";"Java | Main thread variable update | Child use updated values";"<java><multithreading><global-variables>";"N"
"2016-06-15 23:40:14";"<p>I've inherited some code that I need add functionality to and it involves a program built on Spring and Spring Form with a list and binding abstract elements</p><p>So we have an abstract class like the following</p><pre><code>public abstract class A{    private int id;    private String name;    private int type;    ....getters and setters below}</code></pre><p>And a few implementations such as</p><pre><code>public class AImplOne extends A{    private String text;    ...getters, setters etc}public class AImplTwo extends A{    private int mediaID;    ...getters, setters etc}</code></pre><p>So the AImpl classes implement A, but have an extra piece of information each depending on the implementation type.</p><p>Then we have a class B that has list of A objects which contains a list of the A implementations (can be mixed list of different implementation types)</p><pre><code>public class B{    private List&lt;A&gt; aList;    public B() { aList = new ArrayList&lt;A&gt;(); }    ..getters and setters, etc}</code></pre><p>Now we have a form built in Spring as follows that is used to create B objects including the implementations of A that go into aList.  The following JSP code is inside of a loop that has a loopStatus value ${index}.  This is also loaded via a Controller, that has class A </p><p>The following JSP code is in a loop that creates the inputs for the form:</p><pre><code>&lt;form:form method='POST' modelAttribute='B'&gt;&lt;/form:form&gt;</code></pre><p>The first iteration will set data for a AImplOne object</p><pre><code>&lt;form:input type='hidden' path='aList[${index}].id' value='0' /&gt;&lt;form:input type='hidden' path='aList[${index}].type' value='Type1' /&gt;      &lt;form:input type='hidden' path='aList[${index}].name' value='X' /&gt;&lt;form:input type='hidden' path='aList[${index}].text' value='aaaa' /&gt;</code></pre><p>And then in the next iteration we set the data for a class AImplTwo type</p><pre><code>&lt;form:input type='hidden' path='aList[${index}].id' value='0' /&gt;&lt;form:input type='hidden' path='aList[${index}].type' value='Type2' /&gt;      &lt;form:input type='hidden' path='aList[${index}].name' value='X' /&gt;&lt;form:input type='hidden' path='aList[${index}].mediaID' value='12' /&gt;</code></pre><p>So the problem I've run into is that loading this JSP fails and throws an error</p><pre><code>Caused by: org.springframework.beans.InvalidPropertyException: Invalid property 'aList[0]' of bean class [B]: Illegal attempt to get property 'aList' threw exception; nested exception is org.springframework.beans.NullValueInNestedPathException: Invalid property 'aList' of bean class [B]: Could not instantiate property type [A] to auto-grow nested property path: java.lang.InstantiationException</code></pre><p>This is completely understandable as aList has elements of abstract class A so it can't instantiate that class A.  However, based on the inputs I can determine that one is AImplOne and the other is AImplTwo</p><p>What I'm trying to be able to do, is essentially implement functionality that can override Springs default form binding for this to be able to correctly initialize the correct implementation and be able to dynamically generate this aList to have [AImplOne, AImpleTwo] as it's content.</p><p>Is there a resolver class or something along those lines that I can implement to provide this custom functionality for the program (read the data and instantiate the correct object)</p>";"Spring MVC Form: data binding of a list of abstract class";"<java><spring><jsp><spring-mvc><spring-form>";"N"
"2017-03-12 18:59:06";"<p>I have referenced a few links to gain insight into <code>DataSource</code> as well as <code>JNDI</code>:</p><p><a href='http://stackoverflow.com/questions/2839321/connect-java-to-a-mysql-database'>Connect Java to a MySQL database</a></p><p><a href='http://docs.oracle.com/javase/tutorial/jdbc/basics/sqldatasources.html' rel='nofollow noreferrer'>http://docs.oracle.com/javase/tutorial/jdbc/basics/sqldatasources.html</a></p><p><a href='http://www.java2s.com/Code/Java/Database-SQL-JDBC/Setupmysqldatasource.htm' rel='nofollow noreferrer'>http://www.java2s.com/Code/Java/Database-SQL-JDBC/Setupmysqldatasource.htm</a></p><p>I am trying to create a <code>JNDI</code> <code>Context</code> for an instance of a <code>MySqlDataSource</code> object that will be used to connect to a database. However, I am abstaining from adding username/password properties of <code>MySqlDataSource</code> when creating the initial <code>Context</code>. I am asking for those fields explicitly from the user once the <code>Context</code> has been looked up to re-create the <code>MySqlDataSource</code> instance, and then add those properties to the object to connect to my database.</p><p>Specifically:</p><pre><code>private void createDatabaseContext(String[] contextInfo) {    //create context    MysqlDataSource dataSource = new MysqlDataSource();    /**     * contextInfo format is {servername, port, databasename, logicalname}     */    dataSource.setServerName(contextInfo[0]);    dataSource.setPort(Integer.parseInt(contextInfo[1]));    dataSource.setDatabaseName(contextInfo[2]);    /**     * Use logical name for database. 'jdbc/logicalname'     */    try {        Context context = new InitialContext();        context.bind('jdbc/' + contextInfo[3], dataSource);    } catch (NamingException e) {        e.printStackTrace();    }}private void getDatabaseConnection(String[] contextInfo, String[] databaseLogin) {    // lookup context to get datasource    try {        InitialContext context = new InitialContext();        MysqlDataSource dataSource = (MysqlDataSource) context.lookup('java:comp/env/jdbc/'                + contextInfo[3]);         /**         * databaseLogin format is {username, password}         */        dataSource.setUser(databaseLogin[0]);        dataSource.setPassword(databaseLogin[1]);        try {            java.sql.Connection conn = dataSource.getConnection();        } catch (SQLException e) {            e.printStackTrace();        }    } catch (NamingException e) {        e.printStackTrace();    }}public static void main(String[] args) {    JIDLOaccess acc = new JIDLOaccess();    String[] databaseLogin = new String[2];    databaseLogin = acc.getDatabaseLogin();    String[] contextInfo = new String[4];    contextInfo = acc.getContextInfo();    acc.createDatabaseContext(contextInfo);    acc.getDatabaseConnection(contextInfo, databaseLogin);}</code></pre><p>However, this does not seemed to working. It throws an error:</p><pre><code>Exception in thread 'main' java.lang.NoClassDefFoundError: com/mysql/jdbc/jdbc2/optional/MysqlDataSource    at JIDLOapp.JIDLOaccess.createDatabaseContext(JIDLOaccess.java:90)    at JIDLOapp.JIDLOaccess.main(JIDLOaccess.java:159)Caused by: java.lang.ClassNotFoundException: com.mysql.jdbc.jdbc2.optional.MysqlDataSource</code></pre><p>Assuming the context was created, running the code without method <code>createDatabaseContext</code> a new error:</p><pre><code>javax.naming.NoInitialContextException: Need to specify class name in environment or system property, or as an applet parameter, or in an application resource file:  java.naming.factory.initial</code></pre><p>I assume the problem is with omitting the username/password fields when creating the initial context.</p><p>Is there a way to connect securely to my database by asking username/password at runtime? Or is there a more obvious problem and I don't understand <code>JNDI</code> and <code>java.naming</code>?</p>";"Failure to create context and datasource to access MySql database";"<java><mysql><database><oracle><jdbc>";"N"
"2017-03-13 12:58:04";"<p>I need to do Java application, like on the picture</p><p><a href='https://i.stack.imgur.com/B7cpm.png' rel='nofollow noreferrer'>Labels will be coordinates and map is google map that i have on my website</a></p><p>I already have map in application, but i need to resize window and on the left side create two labels. <a href='https://i.stack.imgur.com/mvI7V.png' rel='nofollow noreferrer'>Here</a></p><p>Hope you can help.</p>";"How to import web page to JavaFX?";"<java>";"N"
"2017-03-05 03:26:21";"<pre><code>package javaPiechart;import javafx.application.Application;import javafx.collections.FXCollections;import javafx.collections.ObservableList;import javafx.scene.Scene;import javafx.stage.Stage;import javafx.scene.chart.*;import javafx.scene.Group;public class  Testpiechart extends Application {    @Override public void start(Stage stage) {        Scene scene = new Scene(new Group());        stage.setTitle('Imported Fruits');        stage.setWidth(500);        stage.setHeight(500);    ObservableList&lt;PieChart.Data&gt; pieChartData =            FXCollections.observableArrayList(            new PieChart.Data('Grapefruit', 13),            new PieChart.Data('Oranges', 25),            new PieChart.Data('Plums', 10),            new PieChart.Data('Pears', 22),            new PieChart.Data('Apples', 30));    final PieChart chart = new PieChart(pieChartData);    chart.setTitle('Imported Fruits');    chart.setLabelLineLength(10);    ((Group) scene.getRoot()).getChildren().add(chart);    stage.setScene(scene);    stage.show();}public static void main(String[] args) {    launch(args);}</code></pre><p>}</p><p><a href='https://i.stack.imgur.com/IT9cX.jpg' rel='nofollow noreferrer'>The previous words and percentages are displayed outside the pie chart, but now I want to show them inside the pie chart. This is mainly due to some of the good-looking.Please modify the code above. </a></p>";"How to display the text in the pie chart's legend in JavaFX?";"<java><javafx><pie-chart>";"N"
